##########################################################################
# This file is used for mapping query parameters into valid search
# parameters. The point is that a parameter name itself does not contain
# enough information if order to find exact data from the data server.
# Usually we also information about the parameter level id and the level
# value.  
#
# For example, the parameter name "Temperature" does not tell us, which
# level type (Ground, Pressure, Altitude, Hybrid, etc.) or level value
# (2m, 300Pa, etc.) to use. In this file we can define this additional
# information for different parameters. Each CSV line in this file contain
# the following fields:  
#
# FIELDS
# --------------------
# 1. parameterSymbolicName
# 2. parameterKeyType
#      0   UNKNOWN
#      1   FMI_ID
#      2   FMI_NAME
#      3   GRIB_ID 
#      4   NEWBASE_ID 
#      5   NEWBASE_NAME 
#      6   CDM_ID       
#      7   CDM_NAME  
# 3. parameterKey
# 4. parmeterLevelIdType   
#      0   ANY
#      1   FMI
#      2   GRIB1
#      3   GRIB2 
#      100 IGNORE
# 5. parameterLevelId (FMI)
#      1   Ground or water surface",
#      2   Pressure level",
#      3   Hybrid level",
#      4   Altitude",
#      5   Top of atmosphere",
#      6   Height above ground in meters",
#      7   Mean sea level",
#      8   Entire atmosphere",
#      9   Depth below land surface",
#      10  Depth below some surface",
#      11  Level at specified pressure difference from ground to level",
#      12  Max equivalent potential temperature level",
#      13  Layer between two metric heights above ground",
#      14  Layer between two depths below land surface",
#      15  Isothermal level, temperature in 1/100 K"
# 6. parameterLevel
# 7. Interpolation method (0 = Unknown, 1 = linear, 2 = nearest)
#
# If a field is empty then query should be able to get this information
# in some other way.

#Temp;2;T-K;1;1;0;1;
#Temp;2;T-K;1;6;2;1;
#

##########################################################################
#
# ------------------------------------------------------------------
# Sample mappings
# ------------------------------------------------------------------
VorticityAbsolute;5;VorticityAbsolute;;;;1;
VorticityAdvectionRelative;5;VorticityAdvectionRelative;;;;1;
VorticityAdvectionAbsolute;5;VorticityAdvectionAbsolute;;;;1;
VelocityDivergenceHoriz;5;VelocityDivergenceHoriz;;;;1;
MoistureDivergenceHoriz;5;MoistureDivergenceHoriz;;;;1;
VorticityGeostrophic;5;VorticityGeostrophic;;;;1;
VorticityAdvectionGeostr;5;VorticityAdvectionGeostr;;;;1;
VelocityPotential;5;VelocityPotential;;;;1;
VerticalVelocityCBS;5;VerticalVelocityCBS;;;;1;
VerticalVelocityCB12H;5;VerticalVelocityCB12H;;;;1;
VerticalVelocityHPAH;5;VerticalVelocityHPAH;;;;1;
VerticalVelocityMMS;5;VerticalVelocityMMS;;;;1;
WindShearMS;5;WindShearMS;;;;1;
WindShearKT;5;WindShearKT;;;;1;
LapseRate;5;LapseRate;;;;1;
PrecipitableWater;5;PrecipitableWater;;;;1;
PrecipitationConv;5;PrecipitationConv;;;;1;
PrecipitationRate;5;PrecipitationRate;;;;1;
PrecipitationAmount;5;PrecipitationAmount;;;;1;
SnowDepth;5;SnowDepth;;;;1;
RadiationOutLW;5;RadiationOutLW;;;;1;
RadiationOutSW;5;RadiationOutSW;;;;1;
RadiationInSW;5;RadiationInSW;;;;1;
PrecipitationLarge;5;PrecipitationLarge;;;;1;
PrecipitationType;5;PrecipitationType;;;;1;
PrecipitationForm;5;PrecipitationForm;;;;1;
GolfIndex;5;GolfIndex;;;;1;
CAPE;5;CAPE;;;;1;
SeaLevel;5;SeaLevel;;;;1;
TemperatureSea;5;TemperatureSea;;;;1;
Salinity;5;Salinity;;;;1;
Density;5;Density;;;;1;
SeaLevelMinimum;5;SeaLevelMinimum;;;;1;
SeaLevelMaximum;5;SeaLevelMaximum;;;;1;
CIN;5;CIN;;;;1;
Helicity;5;Helicity;;;;1;
LCL;5;LCL;;;;1;
LNB;5;LNB;;;;1;
TotalCloudCover;5;TotalCloudCover;;;;1;
KIndex;5;KIndex;;;;1;
RoadT1Derivative;5;RoadT1Derivative;;;;1;
RoadT2Derivative;5;RoadT2Derivative;;;;1;
FreezingPoint1;5;FreezingPoint1;;;;1;
FreezingPoint2;5;FreezingPoint2;;;;1;
Conductivity1;5;Conductivity1;;;;1;
Conductivity2;5;Conductivity2;;;;1;
SensorFault;5;SensorFault;;;;1;
SaltSpread1;5;SaltSpread1;;;;1;
SaltSpread2;5;SaltSpread2;;;;1;
SaltConcentration1;5;SaltConcentration1;;;;1;
SaltConcentration2;5;SaltConcentration2;;;;1;
RoadStatus;5;RoadStatus;;;;1;
Friction3;5;Friction3;;;;1;
WaterContent;5;WaterContent;;;;1;
SnowContent;5;SnowContent;;;;1;
IceContent;5;IceContent;;;;1;
Thickness;5;Thickness;;;;1;
RadarBorder;5;RadarBorder;;;;1;
RadarProducer;5;RadarProducer;;;;1;
RadarParameter;5;RadarParameter;;;;1;
RadarLevelType;5;RadarLevelType;;;;1;
ElevationAngle;5;ElevationAngle;;;;1;
CAPPIHeight;5;CAPPIHeight;;;;1;
RadarRadius;5;RadarRadius;;;;1;
RadarLayer;5;RadarLayer;;;;1;
AzimuthalLayer;5;AzimuthalLayer;;;;1;
CrossSectionDirection;5;CrossSectionDirection;;;;1;
AccumulationTime;5;AccumulationTime;;;;1;
MindBZ;5;MindBZ;;;;1;
MinRange;5;MinRange;;;;1;
MaxRange;5;MaxRange;;;;1;
ColumnNumber;5;ColumnNumber;;;;1;
RowNumber;5;RowNumber;;;;1;
HorizontalResolution;5;HorizontalResolution;;;;1;
ZResolution;5;ZResolution;;;;1;
CorrectedReflectivity;5;CorrectedReflectivity;;;;1;
EchoTop;5;EchoTop;;;;1;
RainfallDepth;5;RainfallDepth;;;;1;
RawRadarData;5;RawRadarData;;;;1;
RadialWind;5;RadialWind;;;;1;
WindAndReflectivity;5;WindAndReflectivity;;;;1;
MaxLayerHeight;5;MaxLayerHeight;;;;1;
MaxElevation;5;MaxElevation;;;;1;
ProjectionID;5;ProjectionID;;;;1;
GridOrientation;5;GridOrientation;;;;1;
VelocityPotentialM2S;5;VelocityPotentialM2S;;;;1;
VerticalVelocityHPAS;5;VerticalVelocityHPAS;;;;1;
VerticalVelocityDPAS;5;VerticalVelocityDPAS;;;;1;
VerticalVelocityMS;5;VerticalVelocityMS;;;;1;
WindShearMS2;5;WindShearMS2;;;;1;
LogNatOfPressure;5;LogNatOfPressure;;;;1;
LapseRate2;5;LapseRate2;;;;1;
PrecipitableWater2;5;PrecipitableWater2;;;;1;
PrecipitationRate2;5;PrecipitationRate2;;;;1;
PrecipitationAmount2;5;PrecipitationAmount2;;;;1;
SnowDepth2;5;SnowDepth2;;;;1;
RadiationOutLW2;5;RadiationOutLW2;;;;1;
RadiationOutSW2;5;RadiationOutSW2;;;;1;
RadiationInSW2;5;RadiationInSW2;;;;1;
BatteryVoltage;5;BatteryVoltage;;;;1;
SeaLevelAnomaly;5;SeaLevelAnomaly;;;;1;
TemperatureSea2;5;TemperatureSea2;;;;1;
TemperatureSeaSurface;5;TemperatureSeaSurface;;;;1;
CurrentSpeed;5;CurrentSpeed;;;;1;
CurrentDirection;5;CurrentDirection;;;;1;
SigWaveHeight;5;SigWaveHeight;;;;1;
SigWavePeriod;5;SigWavePeriod;;;;1;
WaveDirection;5;WaveDirection;;;;1;
WaveSpread;5;WaveSpread;;;;1;
MaxWaveHeight;5;MaxWaveHeight;;;;1;
MaxWavePeriod;5;MaxWavePeriod;;;;1;
WavePeriod;5;WavePeriod;;;;1;
SigWaveHeightBandB;5;SigWaveHeightBandB;;;;1;
SigWavePeriodBandB;5;SigWavePeriodBandB;;;;1;
WaveDirectionBandB;5;WaveDirectionBandB;;;;1;
SigWaveHeightBandC;5;SigWaveHeightBandC;;;;1;
SigWavePeriodBandC;5;SigWavePeriodBandC;;;;1;
WaveDirectionBandC;5;WaveDirectionBandC;;;;1;
UnidirectivityIndex;5;UnidirectivityIndex;;;;1;
SigWaveLength;5;SigWaveLength;;;;1;
MixedLayerDepth;5;MixedLayerDepth;;;;1;
SigWaveHeightSwell0;5;SigWaveHeightSwell0;;;;1;
SigWaveHeightSwell1;5;SigWaveHeightSwell1;;;;1;
SigWaveHeightSwell2;5;SigWaveHeightSwell2;;;;1;
SigWavePeriodSwell0;5;SigWavePeriodSwell0;;;;1;
SigWavePeriodSwell1;5;SigWavePeriodSwell1;;;;1;
SigWavePeriodSwell2;5;SigWavePeriodSwell2;;;;1;
WaveDirectionSwell0;5;WaveDirectionSwell0;;;;1;
WaveDirectionSwell1;5;WaveDirectionSwell1;;;;1;
WaveDirectionSwell2;5;WaveDirectionSwell2;;;;1;
SeaSprayIcing;5;SeaSprayIcing;;;;1;
NO2Contents;5;NO2Contents;;;;1;
COContents;5;COContents;;;;1;
SO2Contents;5;SO2Contents;;;;1;
AQIndex;5;AQIndex;;;;1;
SmogIndex;5;SmogIndex;;;;1;
UVIndexMax;5;UVIndexMax;;;;1;
UVIndex;5;UVIndex;;;;1;
OzoneAnomaly;5;OzoneAnomaly;;;;1;
PrecipitationRateLarge;5;PrecipitationRateLarge;;;;1;
PrecipitationRateConv;5;PrecipitationRateConv;;;;1;
PressureReduced;5;PressureReduced;;;;1;
PressureTendency;5;PressureTendency;;;;1;
NOContents;5;NOContents;;;;1;
O3Contents;5;O3Contents;;;;1;
PM10Contents;5;PM10Contents;;;;1;
PM25Contents;5;PM25Contents;;;;1;
TemperatureVirtual;5;TemperatureVirtual;;;;1;
SnowWarning;5;SnowWarning;;;;1;
PressureAnomaly;5;PressureAnomaly;;;;1;
GeopotentialHeightAnomaly;5;GeopotentialHeightAnomaly;;;;1;
SkinTemperature;5;SkinTemperature;;;;1;
OpenLandSnowDepth;5;OpenLandSnowDepth;;;;1;
TOL;5;TOL;;;;1;
QOL;5;QOL;;;;1;
DivergenceAbsolute;5;DivergenceAbsolute;;;;1;
DivergenceRelative;5;DivergenceRelative;;;;1;
WindShearU;5;WindShearU;;;;1;
WindShearV;5;WindShearV;;;;1;
VapourPressure;5;VapourPressure;;;;1;
DragCoefficient;5;DragCoefficient;;;;1;
Evaporation;5;Evaporation;;;;1;
PoP;5;PoP;;;;1;
ProbabilityThunderstorm;5;ProbabilityThunderstorm;;;;1;
FlashAccuracy;5;FlashAccuracy;;;;1;
FlashMultiplicity;5;FlashMultiplicity;;;;1;
FlashStrength;5;FlashStrength;;;;1;
SnowfallRate;5;SnowfallRate;;;;1;
SnowAccumulation;5;SnowAccumulation;;;;1;
WaterEquivalentOfSnow;5;WaterEquivalentOfSnow;;;;1;
WaterAccumulation;5;WaterAccumulation;;;;1;
SnowWaterRatio;5;SnowWaterRatio;;;;1;
FreezingLevel;5;FreezingLevel;;;;1;
MiddleAndLowCloudCover;5;MiddleAndLowCloudCover;;;;1;
ConvectiveCloudCover;5;ConvectiveCloudCover;;;;1;
LowCloudCover;5;LowCloudCover;;;;1;
MediumCloudCover;5;MediumCloudCover;;;;1;
HighCloudCover;5;HighCloudCover;;;;1;
CloudWater;5;CloudWater;;;;1;
ConvectiveSnow;5;ConvectiveSnow;;;;1;
LargeScaleSnow;5;LargeScaleSnow;;;;1;
LandSeaMask;5;LandSeaMask;;;;1;
ForestFraction;5;ForestFraction;;;;1;
SurfaceRoughness;5;SurfaceRoughness;;;;1;
Albedo;5;Albedo;;;;1;
SoilTemperature;5;SoilTemperature;;;;1;
SoilMoistureContent;5;SoilMoistureContent;;;;1;
Vegetation;5;Vegetation;;;;1;
GroundTemperature;5;GroundTemperature;;;;1;
SurfaceSoilWetness;5;SurfaceSoilWetness;;;;1;
LocationId;5;LocationId;;;;1;
Year;5;Year;;;;1;
Month;5;Month;;;;1;
Day;5;Day;;;;1;
Hour;5;Hour;;;;1;
Minute;5;Minute;;;;1;
Second;5;Second;;;;1;
ForecastPeriod;5;ForecastPeriod;;;;1;
ModelLevel;5;ModelLevel;;;;1;
CloudCondensate;5;CloudCondensate;;;;1;
TurbulentKineticEnergy;5;TurbulentKineticEnergy;;;;1;
FlashLength;5;FlashLength;;;;1;
FlashWidth;5;FlashWidth;;;;1;
FlashDirection;5;FlashDirection;;;;1;
FlashDuration;5;FlashDuration;;;;1;
RadiationNetSurfaceSW;5;RadiationNetSurfaceSW;;;;1;
RadiationNetSurfaceLW;5;RadiationNetSurfaceLW;;;;1;
RadiationNetTopAtmSW;5;RadiationNetTopAtmSW;;;;1;
RadiationNetTopAtmLW;5;RadiationNetTopAtmLW;;;;1;
RadiationLW;5;RadiationLW;;;;1;
RadiationSW;5;RadiationSW;;;;1;
RadiationGlobal;5;RadiationGlobal;;;;1;
RadiationReflected;5;RadiationReflected;;;;1;
LatentHeatFlux;5;LatentHeatFlux;;;;1;
SensibleHeatFlux;5;SensibleHeatFlux;;;;1;
BoundaryLayerDissipation;5;BoundaryLayerDissipation;;;;1;
UMomentumFlux;5;UMomentumFlux;;;;1;
VMomentumFlux;5;VMomentumFlux;;;;1;
WeatherAndCloudiness;5;WeatherAndCloudiness;;;;1;
FogIntensity;5;FogIntensity;;;;1;
CloudSymbol;5;CloudSymbol;;;;1;
LowCloudSymbol;5;LowCloudSymbol;;;;1;
MediumCloudSymbol;5;MediumCloudSymbol;;;;1;
HighCloudSymbol;5;HighCloudSymbol;;;;1;
ConvCloudSymbol;5;ConvCloudSymbol;;;;1;
FrontSymbol;5;FrontSymbol;;;;1;
FogSymbol;5;FogSymbol;;;;1;
SmogSymbol;5;SmogSymbol;;;;1;
WeatherSymbol1;5;WeatherSymbol1;;;;1;
WeatherSymbol2;5;WeatherSymbol2;;;;1;
WeatherSymbol3;5;WeatherSymbol3;;;;1;
SimpleWeather;5;SimpleWeather;;;;1;
WindSpeedGeostr;5;WindSpeedGeostr;;;;1;
WindSpeed10M;5;WindSpeed10M;;;;1;
WindDirection10M;5;WindDirection10M;;;;1;
Temperature2M;5;Temperature2M;;;;1;
DewPoint2M;5;DewPoint2M;;;;1;
Humidity2M;5;Humidity2M;;;;1;
WindUMS10M;5;WindUMS10M;;;;1;
WindVMS10M;5;WindVMS10M;;;;1;
ShipDirection;5;ShipDirection;;;;1;
ShipSpeed;5;ShipSpeed;;;;1;
WeatherSymbol;5;WeatherSymbol;;;;1;
ChillFactor;5;ChillFactor;;;;1;
DegreeDays;5;DegreeDays;;;;1;
Precipitation1h;5;Precipitation1h;;;;1;
Precipitation3h;5;Precipitation3h;;;;1;
Precipitation6h;5;Precipitation6h;;;;1;
Precipitation12h;5;Precipitation12h;;;;1;
Precipitation24h;5;Precipitation24h;;;;1;
MaximumTemperature24h;5;MaximumTemperature24h;;;;1;
MinimumTemperature24h;5;MinimumTemperature24h;;;;1;
MaximumTemperature2m;5;MaximumTemperature2m;;;;1;
MinimumTemperature2m;5;MinimumTemperature2m;;;;1;
MinimumWind;5;MinimumWind;;;;1;
Precipitation4h;5;Precipitation4h;;;;1;
CloudTopBrightnessTemperature;5;CloudTopBrightnessTemperature;;;;1;
WaterVapourBrightnessTemperature;5;WaterVapourBrightnessTemperature;;;;1;
WaterVapourBrightnessTemperatureIncludingCloudCorrection;5;WaterVapourBrightnessTemperatureIncludingCloudCorrection;;;;1;
MaximumIcingIndex;5;MaximumIcingIndex;;;;1;
CloudWaterReflectivity;5;CloudWaterReflectivity;;;;1;
SatoKierto;5;SatoKierto;;;;1;
FrostProbability;5;FrostProbability;;;;1;
SevereFrostProbability;5;SevereFrostProbability;;;;1;
ConvectiveSnowFallRate;5;ConvectiveSnowFallRate;;;;1;
LargeScaleSnowFallRate;5;LargeScaleSnowFallRate;;;;1;
ConvectiveAvailablePotentialEnergy;5;ConvectiveAvailablePotentialEnergy;;;;1;
Roughness;5;Roughness;;;;1;
StormRelativeHelicity;5;StormRelativeHelicity;;;;1;
SurfaceRoughnessAtSea;5;SurfaceRoughnessAtSea;;;;1;
IceConcentration;5;IceConcentration;;;;1;
IceThickness;5;IceThickness;;;;1;
IceMinThickness;5;IceMinThickness;;;;1;
IceMaxThickness;5;IceMaxThickness;;;;1;
IceDegreeOfRidging;5;IceDegreeOfRidging;;;;1;
IceSpeed;5;IceSpeed;;;;1;
IceDirection;5;IceDirection;;;;1;
CanopyWater;5;CanopyWater;;;;1;
GroundFrost;5;GroundFrost;;;;1;
SurfaceTypeFraction;5;SurfaceTypeFraction;;;;1;
SoilType;5;SoilType;;;;1;
VegetationType;5;VegetationType;;;;1;
ForecasterCode;5;ForecasterCode;;;;1;
WmoBlockNumber;5;WmoBlockNumber;;;;1;
WmoStationNumber;5;WmoStationNumber;;;;1;
StationType;5;StationType;;;;1;
Latitude;5;Latitude;;;;1;
Longitude;5;Longitude;;;;1;
PressureChange;5;PressureChange;;;;1;
Visibility;5;Visibility;;;;1;
PresentWeather;5;PresentWeather;;;;1;
PastWeather1;5;PastWeather1;;;;1;
PastWeather2;5;PastWeather2;;;;1;
LowCloudType;5;LowCloudType;;;;1;
MiddleCloudType;5;MiddleCloudType;;;;1;
HighCloudType;5;HighCloudType;;;;1;
CloudHeight;5;CloudHeight;;;;1;
PrecipitationPeriod;5;PrecipitationPeriod;;;;1;
MaximumWind;5;MaximumWind;;;;1;
WindGust;5;WindGust;;;;1;
OldVisibility;5;OldVisibility;;;;1;
VisibilityChange;5;VisibilityChange;;;;1;
RainOnOff;5;RainOnOff;;;;1;
SunOnOff;5;SunOnOff;;;;1;
WetnessOnOff;5;WetnessOnOff;;;;1;
RainMinutes;5;RainMinutes;;;;1;
StateOfGround;5;StateOfGround;;;;1;
SnowDepth06;5;SnowDepth06;;;;1;
SnowDepth18;5;SnowDepth18;;;;1;
DailyMeanTemperature;5;DailyMeanTemperature;;;;1;
MinimumTemperature06;5;MinimumTemperature06;;;;1;
MaximumTemperature06;5;MaximumTemperature06;;;;1;
MinimumGroundTemperature06;5;MinimumGroundTemperature06;;;;1;
MinimumTemperature18;5;MinimumTemperature18;;;;1;
MaximumTemperature18;5;MaximumTemperature18;;;;1;
MonthlyMeanTemperature;5;MonthlyMeanTemperature;;;;1;
MonthlyPrecipitation;5;MonthlyPrecipitation;;;;1;
SunHours;5;SunHours;;;;1;
DailyGlobalRadiation;5;DailyGlobalRadiation;;;;1;
DailyDiffuseRadiation;5;DailyDiffuseRadiation;;;;1;
DailyReflectedRadiation;5;DailyReflectedRadiation;;;;1;
DailyNetRadiation;5;DailyNetRadiation;;;;1;
PrecipitationReliability;5;PrecipitationReliability;;;;1;
TotalOzone;5;TotalOzone;;;;1;
UVCumulated;5;UVCumulated;;;;1;
UVMaximum;5;UVMaximum;;;;1;
TimeOfUVMaximum;5;TimeOfUVMaximum;;;;1;
DailyPrecipitationCode;5;DailyPrecipitationCode;;;;1;
HourlySunShine;5;HourlySunShine;;;;1;
HourlyGlobalRadiation;5;HourlyGlobalRadiation;;;;1;
HourlyDiffuseRadiation;5;HourlyDiffuseRadiation;;;;1;
HourlyReflectedRadiation;5;HourlyReflectedRadiation;;;;1;
HourlyNetRadiation;5;HourlyNetRadiation;;;;1;
MonthlyMeanPrecipitation3160;5;MonthlyMeanPrecipitation3160;;;;1;
MonthlyMeanTemperature3160;5;MonthlyMeanTemperature3160;;;;1;
MonthlyMeanCloudiness3160;5;MonthlyMeanCloudiness3160;;;;1;
Monthly15SnowDepth3160;5;Monthly15SnowDepth3160;;;;1;
MonthlyMeanPrecipitation6190;5;MonthlyMeanPrecipitation6190;;;;1;
MonthlyMeanTemperature6190;5;MonthlyMeanTemperature6190;;;;1;
MonthlyMeanCloudiness6190;5;MonthlyMeanCloudiness6190;;;;1;
Monthly15SnowDepth6190;5;Monthly15SnowDepth6190;;;;1;
HourlyPressure;5;HourlyPressure;;;;1;
HourlyTemperature;5;HourlyTemperature;;;;1;
HourlyMinimumTemperature;5;HourlyMinimumTemperature;;;;1;
HourlyMaximumTemperature;5;HourlyMaximumTemperature;;;;1;
HourlyRelativeHumidity;5;HourlyRelativeHumidity;;;;1;
HourlyWindSpeed;5;HourlyWindSpeed;;;;1;
HourlyMinimumWindSpeed;5;HourlyMinimumWindSpeed;;;;1;
HourlyMaximumWindSpeed;5;HourlyMaximumWindSpeed;;;;1;
HourlyMaximumGust;5;HourlyMaximumGust;;;;1;
HourlyWindDirection;5;HourlyWindDirection;;;;1;
HourlyMaxRainIntensity;5;HourlyMaxRainIntensity;;;;1;
RainIntensityWeather;5;RainIntensityWeather;;;;1;
HourlyWaterTemperature;5;HourlyWaterTemperature;;;;1;
PressureAtStationLevel;5;PressureAtStationLevel;;;;1;
Precipitation06;5;Precipitation06;;;;1;
Precipitation18;5;Precipitation18;;;;1;
FlAltitude;5;FlAltitude;;;;1;
PhaseOfFlight;5;PhaseOfFlight;;;;1;
Turbulence;5;Turbulence;;;;1;
BaseOfTurbulence;5;BaseOfTurbulence;;;;1;
TopOfTurbulence;5;TopOfTurbulence;;;;1;
Icing;5;Icing;;;;1;
StdDevTotalCloud;5;StdDevTotalCloud;;;;1;
TemperatureHighCld;5;TemperatureHighCld;;;;1;
StdDevHighCld;5;StdDevHighCld;;;;1;
TemperatureLMCld;5;TemperatureLMCld;;;;1;
StdDevLMCld;5;StdDevLMCld;;;;1;
FogPercentage;5;FogPercentage;;;;1;
LandPercentage;5;LandPercentage;;;;1;
SeaPercentage;5;SeaPercentage;;;;1;
SnowPercentage;5;SnowPercentage;;;;1;
SunGlintPercentage;5;SunGlintPercentage;;;;1;
IR;5;IR;;;;1;
VIS;5;VIS;;;;1;
WV;5;WV;;;;1;
CH112;5;CH112;;;;1;
Precipitation7Days;5;Precipitation7Days;;;;1;
Precipitation10Days;5;Precipitation10Days;;;;1;
Precipitation30Days;5;Precipitation30Days;;;;1;
SunSeconds;5;SunSeconds;;;;1;
HaKeTaskCode;5;HaKeTaskCode;;;;1;
CloudBase;5;CloudBase;;;;1;
1CloudCover;5;1CloudCover;;;;1;
1CloudBase;5;1CloudBase;;;;1;
2CloudCover;5;2CloudCover;;;;1;
2CloudBase;5;2CloudBase;;;;1;
3CloudCover;5;3CloudCover;;;;1;
3CloudBase;5;3CloudBase;;;;1;
4CloudCover;5;4CloudCover;;;;1;
4CloudBase;5;4CloudBase;;;;1;
CbCloudCover;5;CbCloudCover;;;;1;
CbCloudBase;5;CbCloudBase;;;;1;
SolarElevation;5;SolarElevation;;;;1;
CloudCeilingHFT;5;CloudCeilingHFT;;;;1;
WindGustKT;5;WindGustKT;;;;1;
AviVis;5;AviVis;;;;1;
VerVis;5;VerVis;;;;1;
WindSpeedKT;5;WindSpeedKT;;;;1;
HourlyMaximumGustKT;5;HourlyMaximumGustKT;;;;1;
WindVectorKT;5;WindVectorKT;;;;1;
WeatherSymbolTaf;5;WeatherSymbolTaf;;;;1;
AviationWeather1;5;AviationWeather1;;;;1;
AviationWeather2;5;AviationWeather2;;;;1;
AviationWeather3;5;AviationWeather3;;;;1;
PackedAviationCloud1;5;PackedAviationCloud1;;;;1;
PackedAviationCloud2;5;PackedAviationCloud2;;;;1;
PackedAviationCloud3;5;PackedAviationCloud3;;;;1;
PackedAviationCloud4;5;PackedAviationCloud4;;;;1;
LandCover;5;LandCover;;;;1;
IceCover;5;IceCover;;;;1;
DeepSoilTemperature;5;DeepSoilTemperature;;;;1;
DeepSoilMoistureContent;5;DeepSoilMoistureContent;;;;1;
ForestGroundHumidity;5;ForestGroundHumidity;;;;1;
FieldGroundHumidity;5;FieldGroundHumidity;;;;1;
Precipitation5d;5;Precipitation5d;;;;1;
ForestFireWarning;5;ForestFireWarning;;;;1;
GroundHumidityForest;5;GroundHumidityForest;;;;1;
ClusterTemperature1;5;ClusterTemperature1;;;;1;
ClusterTemperature2;5;ClusterTemperature2;;;;1;
ClusterTemperature3;5;ClusterTemperature3;;;;1;
ClusterTemperature4;5;ClusterTemperature4;;;;1;
ClusterTemperature5;5;ClusterTemperature5;;;;1;
ClusterTemperature6;5;ClusterTemperature6;;;;1;
ClusterGeopHeight1;5;ClusterGeopHeight1;;;;1;
ClusterGeopHeight2;5;ClusterGeopHeight2;;;;1;
ClusterGeopHeight3;5;ClusterGeopHeight3;;;;1;
ClusterGeopHeight4;5;ClusterGeopHeight4;;;;1;
ClusterGeopHeight5;5;ClusterGeopHeight5;;;;1;
ClusterGeopHeight6;5;ClusterGeopHeight6;;;;1;
EFIWindSpeed;5;EFIWindSpeed;;;;1;
EFITemperature;5;EFITemperature;;;;1;
EFIWindGust;5;EFIWindGust;;;;1;
EFIWindPrecipitation;5;EFIWindPrecipitation;;;;1;
ProbabilityOfTemp;5;ProbabilityOfTemp;;;;1;
ProbabilityOfTempLimit1;5;ProbabilityOfTempLimit1;;;;1;
ProbabilityOfTempLimit2;5;ProbabilityOfTempLimit2;;;;1;
ProbabilityOfTempLimit3;5;ProbabilityOfTempLimit3;;;;1;
ProbabilityOfTempLimit4;5;ProbabilityOfTempLimit4;;;;1;
ProbabilityOfPrec;5;ProbabilityOfPrec;;;;1;
